
============================================================
Simulated Annealing Optimization
============================================================
Initial HPWL: 426853.12 um
Initial Temperature: 42685312.00
Cooling Rate (alpha): 0.995
Moves per Temperature: 5500
Final Temperature: 0.00015
Initial Window Size: 501.80 um
Window Cooling Rate (beta): 0.98
Move Probabilities: Refine=70.0%, Explore=30.0%
============================================================

T=42685312.00 | W=501.8um | Current HPWL=1143655.92 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 654/5500 (11.9%) | Refine: 3868/3868 (100.0%) | Explore: 1632/1632 (100.0%)
T=14169555.42 | W=100.4um | Current HPWL=2088011.36 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1293/5500 (23.5%) | Refine: 851187/851189 (100.0%) | Explore: 364310/364311 (100.0%)
T=12817928.34 | W=100.4um | Current HPWL=2080323.73 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1231/5500 (22.4%) | Refine: 927992/927994 (100.0%) | Explore: 397505/397506 (100.0%)
T=11595232.31 | W=100.4um | Current HPWL=2125434.64 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1273/5500 (23.1%) | Refine: 1004892/1004894 (100.0%) | Explore: 430605/430606 (100.0%)
T=10489168.67 | W=100.4um | Current HPWL=2136896.39 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1304/5500 (23.7%) | Refine: 1081809/1081811 (100.0%) | Explore: 463688/463689 (100.0%)
T=9488611.91 | W=100.4um | Current HPWL=2114532.42 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1265/5500 (23.0%) | Refine: 1158912/1158917 (100.0%) | Explore: 496582/496583 (100.0%)
T=8583497.77 | W=100.4um | Current HPWL=2126002.26 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1281/5500 (23.3%) | Refine: 1236011/1236017 (100.0%) | Explore: 529482/529483 (100.0%)
T=7764722.04 | W=100.4um | Current HPWL=2131051.29 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1302/5500 (23.7%) | Refine: 1313100/1313107 (100.0%) | Explore: 562392/562393 (100.0%)
T=7024048.94 | W=100.4um | Current HPWL=2111628.65 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1232/5500 (22.4%) | Refine: 1390297/1390305 (100.0%) | Explore: 595194/595195 (100.0%)
T=6354028.28 | W=100.4um | Current HPWL=2119928.96 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1302/5500 (23.7%) | Refine: 1467419/1467428 (100.0%) | Explore: 628071/628072 (100.0%)
T=5747920.58 | W=100.4um | Current HPWL=2124502.86 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1294/5500 (23.5%) | Refine: 1544281/1544291 (100.0%) | Explore: 661208/661209 (100.0%)
T=5199629.19 | W=100.4um | Current HPWL=2115788.15 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1308/5500 (23.8%) | Refine: 1621297/1621309 (100.0%) | Explore: 694190/694191 (100.0%)
T=4703639.06 | W=100.4um | Current HPWL=2123730.64 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1264/5500 (23.0%) | Refine: 1698488/1698501 (100.0%) | Explore: 726997/726999 (100.0%)
T=4254961.19 | W=100.4um | Current HPWL=2114246.08 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1284/5500 (23.3%) | Refine: 1775695/1775710 (100.0%) | Explore: 759788/759790 (100.0%)
T=3849082.49 | W=100.4um | Current HPWL=2107756.90 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1305/5500 (23.7%) | Refine: 1852683/1852703 (100.0%) | Explore: 792795/792797 (100.0%)
T=3481920.36 | W=100.4um | Current HPWL=2107178.07 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1306/5500 (23.7%) | Refine: 1929636/1929658 (100.0%) | Explore: 825840/825842 (100.0%)
T=3149781.65 | W=100.4um | Current HPWL=2122537.17 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1221/5500 (22.2%) | Refine: 2006619/2006642 (100.0%) | Explore: 858856/858858 (100.0%)
T=2849325.49 | W=100.4um | Current HPWL=2091496.24 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1277/5500 (23.2%) | Refine: 2083375/2083401 (100.0%) | Explore: 892097/892099 (100.0%)
T=2577529.70 | W=100.4um | Current HPWL=2103105.48 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1310/5500 (23.8%) | Refine: 2160279/2160309 (100.0%) | Explore: 925188/925191 (100.0%)
T=2331660.38 | W=100.4um | Current HPWL=2063053.67 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1313/5500 (23.9%) | Refine: 2237007/2237040 (100.0%) | Explore: 958457/958460 (100.0%)
T=2109244.41 | W=100.4um | Current HPWL=2075824.69 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1296/5500 (23.6%) | Refine: 2314159/2314195 (100.0%) | Explore: 991302/991305 (100.0%)
T=1908044.60 | W=100.4um | Current HPWL=2125230.55 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1345/5500 (24.5%) | Refine: 2391224/2391267 (100.0%) | Explore: 1024230/1024233 (100.0%)
T=1726037.14 | W=100.4um | Current HPWL=2118268.07 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1277/5500 (23.2%) | Refine: 2468452/2468499 (100.0%) | Explore: 1056998/1057001 (100.0%)
T=1561391.29 | W=100.4um | Current HPWL=2105710.26 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1261/5500 (22.9%) | Refine: 2545389/2545442 (100.0%) | Explore: 1090055/1090058 (100.0%)
T=1412450.92 | W=100.4um | Current HPWL=2112400.27 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1291/5500 (23.5%) | Refine: 2622428/2622486 (100.0%) | Explore: 1123009/1123014 (100.0%)
T=1277717.91 | W=100.4um | Current HPWL=2118633.76 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1274/5500 (23.2%) | Refine: 2699519/2699580 (100.0%) | Explore: 1155915/1155920 (100.0%)
T=1155837.01 | W=100.4um | Current HPWL=2153940.24 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1278/5500 (23.2%) | Refine: 2776587/2776650 (100.0%) | Explore: 1188845/1188850 (100.0%)
T=1045582.27 | W=100.4um | Current HPWL=2141967.06 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1280/5500 (23.3%) | Refine: 2853681/2853752 (100.0%) | Explore: 1221741/1221748 (100.0%)
T=945844.68 | W=100.4um | Current HPWL=2128117.91 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1335/5500 (24.3%) | Refine: 2930703/2930779 (100.0%) | Explore: 1254713/1254721 (100.0%)
T=855621.01 | W=100.4um | Current HPWL=2134768.98 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1328/5500 (24.1%) | Refine: 3007743/3007825 (100.0%) | Explore: 1287666/1287675 (100.0%)
T=774003.74 | W=100.4um | Current HPWL=2096409.63 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1383/5500 (25.1%) | Refine: 3084929/3085018 (100.0%) | Explore: 1320473/1320482 (100.0%)
T=700171.89 | W=100.4um | Current HPWL=2126005.13 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1260/5500 (22.9%) | Refine: 3161949/3162045 (100.0%) | Explore: 1353446/1353455 (100.0%)
T=633382.83 | W=100.4um | Current HPWL=2128476.74 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1323/5500 (24.1%) | Refine: 3238854/3238956 (100.0%) | Explore: 1386535/1386544 (100.0%)
T=572964.75 | W=100.4um | Current HPWL=2120607.01 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1329/5500 (24.2%) | Refine: 3315814/3315923 (100.0%) | Explore: 1419564/1419577 (100.0%)
T=518309.91 | W=100.4um | Current HPWL=2138312.89 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1293/5500 (23.5%) | Refine: 3392869/3392993 (100.0%) | Explore: 1452492/1452507 (100.0%)
T=468868.58 | W=100.4um | Current HPWL=2166520.45 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1282/5500 (23.3%) | Refine: 3470175/3470313 (100.0%) | Explore: 1485171/1485187 (100.0%)
T=424143.43 | W=100.4um | Current HPWL=2135619.64 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1264/5500 (23.0%) | Refine: 3547439/3547592 (100.0%) | Explore: 1517890/1517908 (100.0%)
T=383684.59 | W=100.4um | Current HPWL=2120010.48 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1265/5500 (23.0%) | Refine: 3624543/3624712 (100.0%) | Explore: 1550769/1550788 (100.0%)
T=347085.10 | W=100.4um | Current HPWL=2111868.02 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1187/5500 (21.6%) | Refine: 3701705/3701891 (100.0%) | Explore: 1583586/1583609 (100.0%)
T=313976.82 | W=100.4um | Current HPWL=2084492.82 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1295/5500 (23.5%) | Refine: 3778714/3778926 (100.0%) | Explore: 1616549/1616574 (100.0%)
T=284026.72 | W=100.4um | Current HPWL=2100815.19 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1304/5500 (23.7%) | Refine: 3856033/3856270 (100.0%) | Explore: 1649203/1649230 (100.0%)
T=256933.55 | W=100.4um | Current HPWL=2106379.24 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1255/5500 (22.8%) | Refine: 3932767/3933025 (100.0%) | Explore: 1682448/1682475 (100.0%)
T=232424.78 | W=100.4um | Current HPWL=2087144.96 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1281/5500 (23.3%) | Refine: 4009787/4010066 (100.0%) | Explore: 1715405/1715434 (100.0%)
T=210253.90 | W=100.4um | Current HPWL=2114523.25 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1284/5500 (23.3%) | Refine: 4087039/4087345 (100.0%) | Explore: 1748125/1748155 (100.0%)
T=190197.88 | W=100.4um | Current HPWL=2122137.24 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1243/5500 (22.6%) | Refine: 4163912/4164244 (100.0%) | Explore: 1781218/1781256 (100.0%)
T=172054.99 | W=100.4um | Current HPWL=2085190.58 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1274/5500 (23.2%) | Refine: 4240800/4241168 (100.0%) | Explore: 1814289/1814332 (100.0%)
T=155642.75 | W=100.4um | Current HPWL=2058445.68 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1343/5500 (24.4%) | Refine: 4318016/4318424 (100.0%) | Explore: 1847025/1847076 (100.0%)
T=140796.06 | W=100.4um | Current HPWL=2069395.87 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1340/5500 (24.4%) | Refine: 4395140/4395584 (100.0%) | Explore: 1879860/1879916 (100.0%)
T=127365.59 | W=100.4um | Current HPWL=2140001.99 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1248/5500 (22.7%) | Refine: 4471854/4472340 (100.0%) | Explore: 1913098/1913160 (100.0%)
T=115216.25 | W=100.4um | Current HPWL=2114687.11 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1266/5500 (23.0%) | Refine: 4548997/4549538 (100.0%) | Explore: 1945891/1945962 (100.0%)
T=104225.83 | W=100.4um | Current HPWL=2128311.07 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1224/5500 (22.3%) | Refine: 4625934/4626540 (100.0%) | Explore: 1978885/1978960 (100.0%)
T=94283.78 | W=100.4um | Current HPWL=2114444.20 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1255/5500 (22.8%) | Refine: 4702746/4703418 (100.0%) | Explore: 2012004/2012082 (100.0%)
T=85290.09 | W=100.4um | Current HPWL=2086829.31 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1221/5500 (22.2%) | Refine: 4779749/4780493 (100.0%) | Explore: 2044920/2045007 (100.0%)
T=77154.31 | W=100.4um | Current HPWL=2091530.85 um | Best HPWL=426853.12 um | Accept Rate=99.8% | Improvements: 1310/5500 (23.8%) | Refine: 4856777/4857600 (100.0%) | Explore: 2077801/2077900 (100.0%)
T=69794.60 | W=100.4um | Current HPWL=2099516.12 um | Best HPWL=426853.12 um | Accept Rate=100.0% | Improvements: 1333/5500 (24.2%) | Refine: 4933541/4934437 (100.0%) | Explore: 2110953/2111063 (100.0%)
T=63136.93 | W=100.4um | Current HPWL=2086384.76 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1292/5500 (23.5%) | Refine: 5010489/5011481 (100.0%) | Explore: 2143897/2144019 (100.0%)
T=57114.32 | W=100.4um | Current HPWL=2087028.02 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1265/5500 (23.0%) | Refine: 5087101/5088203 (100.0%) | Explore: 2177163/2177297 (100.0%)
T=51666.22 | W=100.4um | Current HPWL=2102794.71 um | Best HPWL=426853.12 um | Accept Rate=99.8% | Improvements: 1330/5500 (24.2%) | Refine: 5164076/5165302 (100.0%) | Explore: 2210048/2210198 (100.0%)
T=46737.80 | W=100.4um | Current HPWL=2064120.84 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1282/5500 (23.3%) | Refine: 5240972/5242319 (100.0%) | Explore: 2243016/2243181 (100.0%)
T=42279.50 | W=100.4um | Current HPWL=2078530.54 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1275/5500 (23.2%) | Refine: 5317858/5319352 (100.0%) | Explore: 2275968/2276148 (100.0%)
T=38246.48 | W=100.4um | Current HPWL=2097976.87 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1260/5500 (22.9%) | Refine: 5394756/5396399 (100.0%) | Explore: 2308907/2309101 (100.0%)
T=34598.17 | W=100.4um | Current HPWL=2123162.78 um | Best HPWL=426853.12 um | Accept Rate=99.9% | Improvements: 1240/5500 (22.5%) | Refine: 5471795/5473599 (100.0%) | Explore: 2341696/2341901 (100.0%)
T=31297.87 | W=100.4um | Current HPWL=2086844.04 um | Best HPWL=426853.12 um | Accept Rate=99.8% | Improvements: 1286/5500 (23.4%) | Refine: 5548454/5550449 (100.0%) | Explore: 2374827/2375051 (100.0%)
T=28312.38 | W=100.4um | Current HPWL=2128650.44 um | Best HPWL=426853.12 um | Accept Rate=99.8% | Improvements: 1262/5500 (22.9%) | Refine: 5625299/5627493 (100.0%) | Explore: 2407745/2408007 (100.0%)
T=25611.67 | W=100.4um | Current HPWL=2135601.79 um | Best HPWL=426853.12 um | Accept Rate=99.7% | Improvements: 1251/5500 (22.7%) | Refine: 5702261/5704712 (100.0%) | Explore: 2440493/2440788 (100.0%)
T=23168.59 | W=100.4um | Current HPWL=2140566.63 um | Best HPWL=426853.12 um | Accept Rate=99.7% | Improvements: 1229/5500 (22.3%) | Refine: 5779186/5781900 (100.0%) | Explore: 2473272/2473600 (100.0%)
T=20958.55 | W=100.4um | Current HPWL=2105568.63 um | Best HPWL=426853.12 um | Accept Rate=99.7% | Improvements: 1310/5500 (23.8%) | Refine: 5855999/5858976 (99.9%) | Explore: 2506163/2506524 (100.0%)
T=18959.32 | W=100.4um | Current HPWL=2102519.86 um | Best HPWL=426853.12 um | Accept Rate=99.5% | Improvements: 1307/5500 (23.8%) | Refine: 5932554/5935876 (99.9%) | Explore: 2539211/2539624 (100.0%)
T=17150.80 | W=100.4um | Current HPWL=2116534.45 um | Best HPWL=426853.12 um | Accept Rate=99.6% | Improvements: 1272/5500 (23.1%) | Refine: 6009220/6012879 (99.9%) | Explore: 2572164/2572621 (100.0%)
T=15514.79 | W=100.4um | Current HPWL=2104901.47 um | Best HPWL=426853.12 um | Accept Rate=99.6% | Improvements: 1298/5500 (23.6%) | Refine: 6085764/6089800 (99.9%) | Explore: 2605189/2605700 (100.0%)
T=14034.85 | W=100.4um | Current HPWL=2105663.17 um | Best HPWL=426853.12 um | Accept Rate=99.6% | Improvements: 1272/5500 (23.1%) | Refine: 6162185/6166651 (99.9%) | Explore: 2638285/2638849 (100.0%)
T=12696.07 | W=100.4um | Current HPWL=2084977.28 um | Best HPWL=426853.12 um | Accept Rate=99.5% | Improvements: 1349/5500 (24.5%) | Refine: 6238617/6243568 (99.9%) | Explore: 2671324/2671932 (100.0%)
T=11485.00 | W=100.4um | Current HPWL=2092201.50 um | Best HPWL=426853.12 um | Accept Rate=99.4% | Improvements: 1284/5500 (23.3%) | Refine: 6314735/6320177 (99.9%) | Explore: 2704652/2705323 (100.0%)
T=10389.45 | W=100.4um | Current HPWL=2095181.43 um | Best HPWL=426853.12 um | Accept Rate=99.4% | Improvements: 1234/5500 (22.4%) | Refine: 6391317/6397348 (99.9%) | Explore: 2737420/2738152 (100.0%)
T=9398.40 | W=100.4um | Current HPWL=2087588.33 um | Best HPWL=426853.12 um | Accept Rate=99.2% | Improvements: 1223/5500 (22.2%) | Refine: 6467616/6474263 (99.9%) | Explore: 2770421/2771237 (100.0%)
T=8501.89 | W=100.4um | Current HPWL=2057110.37 um | Best HPWL=426853.12 um | Accept Rate=98.9% | Improvements: 1304/5500 (23.7%) | Refine: 6543868/6551245 (99.9%) | Explore: 2803329/2804255 (100.0%)
T=7690.90 | W=100.4um | Current HPWL=2051576.12 um | Best HPWL=426853.12 um | Accept Rate=99.3% | Improvements: 1260/5500 (22.9%) | Refine: 6620118/6628278 (99.9%) | Explore: 2836200/2837222 (100.0%)
T=6957.27 | W=100.4um | Current HPWL=2094063.82 um | Best HPWL=426853.12 um | Accept Rate=99.4% | Improvements: 1246/5500 (22.7%) | Refine: 6696222/6705207 (99.9%) | Explore: 2869179/2870293 (100.0%)
T=6293.62 | W=100.4um | Current HPWL=2119963.52 um | Best HPWL=426853.12 um | Accept Rate=99.2% | Improvements: 1237/5500 (22.5%) | Refine: 6772485/6782380 (99.9%) | Explore: 2901879/2903120 (100.0%)
T=5693.28 | W=100.4um | Current HPWL=2062089.86 um | Best HPWL=426853.12 um | Accept Rate=98.7% | Improvements: 1234/5500 (22.4%) | Refine: 6848316/6859296 (99.8%) | Explore: 2934815/2936204 (100.0%)
T=5150.20 | W=100.4um | Current HPWL=2052612.56 um | Best HPWL=426853.12 um | Accept Rate=98.7% | Improvements: 1223/5500 (22.2%) | Refine: 6924028/6936222 (99.8%) | Explore: 2967747/2969278 (99.9%)
T=4658.92 | W=100.4um | Current HPWL=2060617.46 um | Best HPWL=426853.12 um | Accept Rate=98.8% | Improvements: 1254/5500 (22.8%) | Refine: 6999681/7013131 (99.8%) | Explore: 3000666/3002369 (99.9%)
T=4214.51 | W=100.4um | Current HPWL=2067917.61 um | Best HPWL=426853.12 um | Accept Rate=98.1% | Improvements: 1245/5500 (22.6%) | Refine: 7075231/7090112 (99.8%) | Explore: 3033528/3035388 (99.9%)
T=3812.49 | W=100.4um | Current HPWL=2023256.96 um | Best HPWL=426853.12 um | Accept Rate=98.3% | Improvements: 1230/5500 (22.4%) | Refine: 7150588/7167031 (99.8%) | Explore: 3066414/3068469 (99.9%)
T=3448.82 | W=100.4um | Current HPWL=2035896.78 um | Best HPWL=426853.12 um | Accept Rate=97.7% | Improvements: 1197/5500 (21.8%) | Refine: 7225901/7244174 (99.7%) | Explore: 3099062/3101326 (99.9%)
T=3119.84 | W=100.4um | Current HPWL=2036576.83 um | Best HPWL=426853.12 um | Accept Rate=98.2% | Improvements: 1279/5500 (23.3%) | Refine: 7300919/7321171 (99.7%) | Explore: 3131816/3134329 (99.9%)
T=2822.24 | W=100.4um | Current HPWL=2023903.73 um | Best HPWL=426853.12 um | Accept Rate=97.7% | Improvements: 1231/5500 (22.4%) | Refine: 7375821/7398201 (99.7%) | Explore: 3164523/3167299 (99.9%)
T=2553.03 | W=100.4um | Current HPWL=2014030.48 um | Best HPWL=426853.12 um | Accept Rate=97.6% | Improvements: 1184/5500 (21.5%) | Refine: 7450447/7475120 (99.7%) | Explore: 3197298/3200380 (99.9%)
T=2309.49 | W=100.4um | Current HPWL=1979547.18 um | Best HPWL=426853.12 um | Accept Rate=97.4% | Improvements: 1223/5500 (22.2%) | Refine: 7524786/7552015 (99.6%) | Explore: 3230069/3233485 (99.9%)
T=2089.19 | W=100.4um | Current HPWL=1988151.98 um | Best HPWL=426853.12 um | Accept Rate=97.1% | Improvements: 1177/5500 (21.4%) | Refine: 7598924/7628951 (99.6%) | Explore: 3262783/3266549 (99.9%)
T=1889.90 | W=100.4um | Current HPWL=1977503.52 um | Best HPWL=426853.12 um | Accept Rate=96.6% | Improvements: 1172/5500 (21.3%) | Refine: 7672858/7706046 (99.6%) | Explore: 3295303/3299454 (99.9%)
T=1709.63 | W=100.4um | Current HPWL=1946877.74 um | Best HPWL=426853.12 um | Accept Rate=96.1% | Improvements: 1215/5500 (22.1%) | Refine: 7746192/7782812 (99.5%) | Explore: 3328120/3332688 (99.9%)
T=1546.55 | W=100.4um | Current HPWL=1945276.57 um | Best HPWL=426853.12 um | Accept Rate=96.5% | Improvements: 1201/5500 (21.8%) | Refine: 7819178/7859622 (99.5%) | Explore: 3360807/3365878 (99.8%)
T=1399.02 | W=100.4um | Current HPWL=1904199.81 um | Best HPWL=426853.12 um | Accept Rate=95.6% | Improvements: 1143/5500 (20.8%) | Refine: 7892023/7936619 (99.4%) | Explore: 3393291/3398881 (99.8%)
T=1265.57 | W=100.4um | Current HPWL=1899458.65 um | Best HPWL=426853.12 um | Accept Rate=94.9% | Improvements: 1137/5500 (20.7%) | Refine: 7964149/8013372 (99.4%) | Explore: 3425956/3432128 (99.8%)
T=1144.85 | W=100.4um | Current HPWL=1873764.18 um | Best HPWL=426853.12 um | Accept Rate=94.7% | Improvements: 1079/5500 (19.6%) | Refine: 8036350/8090720 (99.3%) | Explore: 3457987/3464780 (99.8%)
T=1035.64 | W=100.4um | Current HPWL=1832952.49 um | Best HPWL=426853.12 um | Accept Rate=93.9% | Improvements: 1159/5500 (21.1%) | Refine: 8107926/8167863 (99.3%) | Explore: 3490139/3497637 (99.8%)
T=936.85 | W=100.4um | Current HPWL=1847832.75 um | Best HPWL=426853.12 um | Accept Rate=93.7% | Improvements: 1103/5500 (20.1%) | Refine: 8178733/8244713 (99.2%) | Explore: 3522483/3530787 (99.8%)
T=847.49 | W=100.4um | Current HPWL=1809699.02 um | Best HPWL=426853.12 um | Accept Rate=92.6% | Improvements: 1113/5500 (20.2%) | Refine: 8249433/8321894 (99.1%) | Explore: 3554443/3563606 (99.7%)
T=766.65 | W=100.4um | Current HPWL=1740681.70 um | Best HPWL=426853.12 um | Accept Rate=92.7% | Improvements: 1055/5500 (19.2%) | Refine: 8319234/8398937 (99.1%) | Explore: 3586486/3596563 (99.7%)
T=693.52 | W=100.4um | Current HPWL=1746042.41 um | Best HPWL=426853.12 um | Accept Rate=92.1% | Improvements: 1095/5500 (19.9%) | Refine: 8388147/8475905 (99.0%) | Explore: 3618403/3629595 (99.7%)
T=627.36 | W=100.4um | Current HPWL=1703793.22 um | Best HPWL=426853.12 um | Accept Rate=91.6% | Improvements: 1014/5500 (18.4%) | Refine: 8456972/8552952 (98.9%) | Explore: 3650237/3662548 (99.7%)
T=567.52 | W=100.4um | Current HPWL=1615853.75 um | Best HPWL=426853.12 um | Accept Rate=89.8% | Improvements: 972/5500 (17.7%) | Refine: 8524838/8629796 (98.8%) | Explore: 3682120/3695704 (99.6%)
T=513.38 | W=100.4um | Current HPWL=1602916.70 um | Best HPWL=426853.12 um | Accept Rate=89.6% | Improvements: 1036/5500 (18.8%) | Refine: 8591908/8706891 (98.7%) | Explore: 3713668/3728609 (99.6%)
T=464.41 | W=100.4um | Current HPWL=1563725.06 um | Best HPWL=426853.12 um | Accept Rate=88.5% | Improvements: 967/5500 (17.6%) | Refine: 8658119/8783992 (98.6%) | Explore: 3745023/3761508 (99.6%)
T=420.11 | W=100.4um | Current HPWL=1506187.40 um | Best HPWL=426853.12 um | Accept Rate=87.5% | Improvements: 936/5500 (17.0%) | Refine: 8723693/8861123 (98.4%) | Explore: 3776143/3794377 (99.5%)
T=380.04 | W=100.4um | Current HPWL=1477806.24 um | Best HPWL=426853.12 um | Accept Rate=86.9% | Improvements: 932/5500 (16.9%) | Refine: 8788860/8938312 (98.3%) | Explore: 3807087/3827188 (99.5%)
T=343.79 | W=100.4um | Current HPWL=1439131.59 um | Best HPWL=426853.12 um | Accept Rate=86.8% | Improvements: 922/5500 (16.8%) | Refine: 8853057/9015444 (98.2%) | Explore: 3837933/3860056 (99.4%)
