# Log file for: designs/6502_mapped.json
# Configuration: {'alpha': 0.97, 'moves': 700, 't_final': 0.001, '_use_greedy_placement': True, '_greedy_placement': 'build/6502/greedy/6502_placement.json'}
# Start time: 2025-11-23T09:17:36.037385
# Command: /home/mohab/Downloads/work/venv/bin/python placer.py --design designs/6502_mapped.json --fabric-cells fabric/fabric_cells.yaml --pins fabric/pins.yaml --output build/6502/sa_alpha0.97_moves700_Tfinal0.001 --sa-alpha 0.97 --sa-moves 700 --sa-T-final 0.001 --initial-placement build/6502/greedy/6502_placement.json --seed 1261292054
================================================================================

Random seed set to: 1261292054
Loading initial placement from: build/6502/greedy/6502_placement.json

============================================================
Simulated Annealing Optimization
============================================================
Initial HPWL: 431210.20 um
Initial Temperature: 4312102000.00
Cooling Rate (alpha): 0.97
Moves per Temperature: 700
Final Temperature: 0.001
Initial Window Size: 501.80 um
Window Cooling Rate (beta): 0.98
Move Probabilities: Refine=70.0%, Explore=30.0%
============================================================

T=4312102000.00 | W=501.8um | Current HPWL=614925.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 35/700 (5.0%) | Refine: 508/508 (100.0%) | Explore: 192/192 (100.0%)
T=8841.68 | W=100.4um | Current HPWL=1654297.51 um | Best HPWL=431210.20 um | Accept Rate=99.6% | Improvements: 162/700 (23.1%) | Refine: 210539/210660 (99.9%) | Explore: 91018/91040 (100.0%)
T=6520.07 | W=100.4um | Current HPWL=1657874.07 um | Best HPWL=431210.20 um | Accept Rate=99.4% | Improvements: 159/700 (22.7%) | Refine: 215444/215598 (99.9%) | Explore: 93069/93102 (100.0%)
T=4808.06 | W=100.4um | Current HPWL=1662608.89 um | Best HPWL=431210.20 um | Accept Rate=98.9% | Improvements: 152/700 (21.7%) | Refine: 220268/220482 (99.9%) | Explore: 95178/95218 (100.0%)
T=3545.58 | W=100.4um | Current HPWL=1640109.50 um | Best HPWL=431210.20 um | Accept Rate=98.1% | Improvements: 147/700 (21.0%) | Refine: 225138/225446 (99.9%) | Explore: 97201/97254 (99.9%)
T=2614.59 | W=100.4um | Current HPWL=1624567.06 um | Best HPWL=431210.20 um | Accept Rate=97.3% | Improvements: 143/700 (20.4%) | Refine: 229959/230365 (99.8%) | Explore: 99265/99335 (99.9%)
T=1928.06 | W=100.4um | Current HPWL=1617766.21 um | Best HPWL=431210.20 um | Accept Rate=98.1% | Improvements: 152/700 (21.7%) | Refine: 234708/235249 (99.8%) | Explore: 101356/101451 (99.9%)
T=1421.80 | W=100.4um | Current HPWL=1619858.14 um | Best HPWL=431210.20 um | Accept Rate=94.9% | Improvements: 156/700 (22.3%) | Refine: 239451/240182 (99.7%) | Explore: 103379/103518 (99.9%)
T=1048.47 | W=100.4um | Current HPWL=1581840.57 um | Best HPWL=431210.20 um | Accept Rate=96.3% | Improvements: 145/700 (20.7%) | Refine: 244049/245034 (99.6%) | Explore: 105488/105666 (99.8%)
T=773.17 | W=100.4um | Current HPWL=1558878.52 um | Best HPWL=431210.20 um | Accept Rate=94.9% | Improvements: 142/700 (20.3%) | Refine: 248687/249972 (99.5%) | Explore: 107486/107728 (99.8%)
T=570.15 | W=100.4um | Current HPWL=1529842.88 um | Best HPWL=431210.20 um | Accept Rate=94.3% | Improvements: 135/700 (19.3%) | Refine: 253245/254903 (99.3%) | Explore: 109492/109797 (99.7%)
T=420.44 | W=100.4um | Current HPWL=1479881.97 um | Best HPWL=431210.20 um | Accept Rate=88.9% | Improvements: 139/700 (19.9%) | Refine: 257568/259776 (99.2%) | Explore: 111520/111924 (99.6%)
T=310.05 | W=100.4um | Current HPWL=1426734.96 um | Best HPWL=431210.20 um | Accept Rate=88.7% | Improvements: 123/700 (17.6%) | Refine: 261794/264663 (98.9%) | Explore: 113513/114037 (99.5%)
T=228.64 | W=100.4um | Current HPWL=1367303.25 um | Best HPWL=431210.20 um | Accept Rate=85.0% | Improvements: 141/700 (20.1%) | Refine: 265922/269559 (98.7%) | Explore: 115446/116141 (99.4%)
T=168.60 | W=100.4um | Current HPWL=1313324.75 um | Best HPWL=431210.20 um | Accept Rate=83.3% | Improvements: 105/700 (15.0%) | Refine: 269920/274499 (98.3%) | Explore: 117278/118201 (99.2%)
T=124.33 | W=100.4um | Current HPWL=1252054.40 um | Best HPWL=431210.20 um | Accept Rate=80.6% | Improvements: 105/700 (15.0%) | Refine: 273803/279395 (98.0%) | Explore: 119091/120305 (99.0%)
T=91.68 | W=100.4um | Current HPWL=1202005.75 um | Best HPWL=431210.20 um | Accept Rate=78.7% | Improvements: 108/700 (15.4%) | Refine: 277682/284354 (97.7%) | Explore: 120801/122346 (98.7%)
T=67.61 | W=100.4um | Current HPWL=1150957.44 um | Best HPWL=431210.20 um | Accept Rate=76.6% | Improvements: 119/700 (17.0%) | Refine: 281390/289166 (97.3%) | Explore: 122531/124534 (98.4%)
T=49.86 | W=100.4um | Current HPWL=1101484.60 um | Best HPWL=431210.20 um | Accept Rate=73.1% | Improvements: 108/700 (15.4%) | Refine: 285025/294049 (96.9%) | Explore: 124123/126651 (98.0%)
T=36.77 | W=100.4um | Current HPWL=1054613.58 um | Best HPWL=431210.20 um | Accept Rate=75.6% | Improvements: 98/700 (14.0%) | Refine: 288733/298954 (96.6%) | Explore: 125588/128746 (97.5%)
T=27.11 | W=100.4um | Current HPWL=1013025.85 um | Best HPWL=431210.20 um | Accept Rate=72.0% | Improvements: 93/700 (13.3%) | Refine: 292437/303933 (96.2%) | Explore: 126892/130767 (97.0%)
T=19.99 | W=100.4um | Current HPWL=969941.57 um | Best HPWL=431210.20 um | Accept Rate=70.3% | Improvements: 93/700 (13.3%) | Refine: 296064/308843 (95.9%) | Explore: 128186/132857 (96.5%)
T=14.74 | W=100.4um | Current HPWL=929515.09 um | Best HPWL=431210.20 um | Accept Rate=68.9% | Improvements: 85/700 (12.1%) | Refine: 299730/313781 (95.5%) | Explore: 129370/134919 (95.9%)
T=10.87 | W=100.4um | Current HPWL=893188.40 um | Best HPWL=431210.20 um | Accept Rate=67.1% | Improvements: 72/700 (10.3%) | Refine: 303345/318625 (95.2%) | Explore: 130553/137075 (95.2%)
T=8.02 | W=100.4um | Current HPWL=863524.88 um | Best HPWL=431210.20 um | Accept Rate=64.4% | Improvements: 72/700 (10.3%) | Refine: 306871/323478 (94.9%) | Explore: 131625/139222 (94.5%)
T=5.91 | W=100.4um | Current HPWL=833205.94 um | Best HPWL=431210.20 um | Accept Rate=66.4% | Improvements: 68/700 (9.7%) | Refine: 310457/328365 (94.5%) | Explore: 132655/141335 (93.9%)
T=4.36 | W=100.4um | Current HPWL=806785.75 um | Best HPWL=431210.20 um | Accept Rate=62.4% | Improvements: 69/700 (9.9%) | Refine: 314017/333234 (94.2%) | Explore: 133624/143466 (93.1%)
T=3.22 | W=100.4um | Current HPWL=780260.35 um | Best HPWL=431210.20 um | Accept Rate=59.9% | Improvements: 51/700 (7.3%) | Refine: 317591/338209 (93.9%) | Explore: 134529/145491 (92.5%)
T=2.37 | W=100.4um | Current HPWL=756686.88 um | Best HPWL=431210.20 um | Accept Rate=68.4% | Improvements: 63/700 (9.0%) | Refine: 321293/343231 (93.6%) | Explore: 135366/147469 (91.8%)
T=1.75 | W=100.4um | Current HPWL=731517.64 um | Best HPWL=431210.20 um | Accept Rate=64.6% | Improvements: 60/700 (8.6%) | Refine: 324832/348096 (93.3%) | Explore: 136299/149604 (91.1%)
T=1.29 | W=100.4um | Current HPWL=712334.06 um | Best HPWL=431210.20 um | Accept Rate=59.0% | Improvements: 52/700 (7.4%) | Refine: 328286/352984 (93.0%) | Explore: 137141/151716 (90.4%)
T=0.95 | W=100.4um | Current HPWL=691491.24 um | Best HPWL=431210.20 um | Accept Rate=63.6% | Improvements: 56/700 (8.0%) | Refine: 331841/357900 (92.7%) | Explore: 138001/153800 (89.7%)
T=0.70 | W=100.4um | Current HPWL=672677.62 um | Best HPWL=431210.20 um | Accept Rate=62.3% | Improvements: 58/700 (8.3%) | Refine: 335398/362796 (92.4%) | Explore: 138824/155904 (89.0%)
T=0.52 | W=100.4um | Current HPWL=654732.48 um | Best HPWL=431210.20 um | Accept Rate=60.9% | Improvements: 43/700 (6.1%) | Refine: 338907/367717 (92.2%) | Explore: 139622/157983 (88.4%)
T=0.38 | W=100.4um | Current HPWL=640683.92 um | Best HPWL=431210.20 um | Accept Rate=62.9% | Improvements: 45/700 (6.4%) | Refine: 342392/372627 (91.9%) | Explore: 140366/160073 (87.7%)
T=0.28 | W=100.4um | Current HPWL=624723.36 um | Best HPWL=431210.20 um | Accept Rate=59.4% | Improvements: 47/700 (6.7%) | Refine: 345922/377557 (91.6%) | Explore: 141132/162143 (87.0%)
T=0.21 | W=100.4um | Current HPWL=608155.10 um | Best HPWL=431210.20 um | Accept Rate=63.1% | Improvements: 51/700 (7.3%) | Refine: 349399/382440 (91.4%) | Explore: 141926/164260 (86.4%)
T=0.15 | W=100.4um | Current HPWL=594926.96 um | Best HPWL=431210.20 um | Accept Rate=58.7% | Improvements: 48/700 (6.9%) | Refine: 352902/387260 (91.1%) | Explore: 142699/166440 (85.7%)
T=0.11 | W=100.4um | Current HPWL=583488.02 um | Best HPWL=431210.20 um | Accept Rate=59.6% | Improvements: 43/700 (6.1%) | Refine: 356392/392183 (90.9%) | Explore: 143372/168517 (85.1%)
T=0.08 | W=100.4um | Current HPWL=569375.11 um | Best HPWL=431210.20 um | Accept Rate=59.9% | Improvements: 49/700 (7.0%) | Refine: 359888/397055 (90.6%) | Explore: 144107/170645 (84.4%)
T=0.06 | W=100.4um | Current HPWL=558132.19 um | Best HPWL=431210.20 um | Accept Rate=58.1% | Improvements: 37/700 (5.3%) | Refine: 363371/401972 (90.4%) | Explore: 144784/172728 (83.8%)
T=0.05 | W=100.4um | Current HPWL=546593.59 um | Best HPWL=431210.20 um | Accept Rate=60.7% | Improvements: 43/700 (6.1%) | Refine: 366893/406902 (90.2%) | Explore: 145466/174798 (83.2%)
T=0.03 | W=100.4um | Current HPWL=535148.53 um | Best HPWL=431210.20 um | Accept Rate=56.1% | Improvements: 33/700 (4.7%) | Refine: 370433/411776 (90.0%) | Explore: 146135/176924 (82.6%)
T=0.02 | W=100.4um | Current HPWL=524967.84 um | Best HPWL=431210.20 um | Accept Rate=59.6% | Improvements: 37/700 (5.3%) | Refine: 373937/416696 (89.7%) | Explore: 146785/179004 (82.0%)
T=0.02 | W=100.4um | Current HPWL=515545.94 um | Best HPWL=431210.20 um | Accept Rate=60.9% | Improvements: 35/700 (5.0%) | Refine: 377384/421597 (89.5%) | Explore: 147434/181103 (81.4%)
T=0.01 | W=100.4um | Current HPWL=506047.40 um | Best HPWL=431210.20 um | Accept Rate=58.7% | Improvements: 45/700 (6.4%) | Refine: 380947/426504 (89.3%) | Explore: 148082/183196 (80.8%)
T=0.01 | W=100.4um | Current HPWL=495694.52 um | Best HPWL=431210.20 um | Accept Rate=58.7% | Improvements: 39/700 (5.6%) | Refine: 384464/431375 (89.1%) | Explore: 148767/185325 (80.3%)
T=0.01 | W=100.4um | Current HPWL=485255.74 um | Best HPWL=431210.20 um | Accept Rate=60.6% | Improvements: 41/700 (5.9%) | Refine: 388066/436314 (88.9%) | Explore: 149410/187386 (79.7%)
T=0.01 | W=100.4um | Current HPWL=477502.02 um | Best HPWL=431210.20 um | Accept Rate=57.7% | Improvements: 42/700 (6.0%) | Refine: 391570/441239 (88.7%) | Explore: 149979/189461 (79.2%)
T=0.00 | W=100.4um | Current HPWL=470213.54 um | Best HPWL=431210.20 um | Accept Rate=53.9% | Improvements: 25/700 (3.6%) | Refine: 394995/446078 (88.5%) | Explore: 150592/191622 (78.6%)
T=0.00 | W=100.4um | Current HPWL=463241.44 um | Best HPWL=431210.20 um | Accept Rate=60.9% | Improvements: 28/700 (4.0%) | Refine: 398431/450998 (88.3%) | Explore: 151151/193702 (78.0%)
T=0.00 | W=100.4um | Current HPWL=455707.62 um | Best HPWL=431210.20 um | Accept Rate=58.6% | Improvements: 37/700 (5.3%) | Refine: 401927/455873 (88.2%) | Explore: 151755/195827 (77.5%)
T=0.00 | W=100.4um | Current HPWL=453489.64 um | Best HPWL=431210.20 um | Accept Rate=60.0% | Improvements: 34/700 (4.9%) | Refine: 402982/457344 (88.1%) | Explore: 151930/196456 (77.3%)
T=0.00 | W=100.4um | Current HPWL=453032.88 um | Best HPWL=431210.20 um | Accept Rate=62.4% | Improvements: 23/700 (3.3%) | Refine: 403366/457850 (88.1%) | Explore: 151983/196650 (77.3%)
T=0.00 | W=100.4um | Current HPWL=452441.64 um | Best HPWL=431210.20 um | Accept Rate=56.9% | Improvements: 31/700 (4.4%) | Refine: 403692/458318 (88.1%) | Explore: 152055/196882 (77.2%)
T=0.00 | W=100.4um | Current HPWL=451747.16 um | Best HPWL=431210.20 um | Accept Rate=56.7% | Improvements: 30/700 (4.3%) | Refine: 404038/458806 (88.1%) | Explore: 152106/197094 (77.2%)
T=0.00 | W=100.4um | Current HPWL=451031.98 um | Best HPWL=431210.20 um | Accept Rate=57.3% | Improvements: 26/700 (3.7%) | Refine: 404383/459284 (88.0%) | Explore: 152162/197316 (77.1%)
T=0.00 | W=100.4um | Current HPWL=450393.84 um | Best HPWL=431210.20 um | Accept Rate=59.7% | Improvements: 30/700 (4.3%) | Refine: 404750/459779 (88.0%) | Explore: 152213/197521 (77.1%)
T=0.00 | W=100.4um | Current HPWL=449608.24 um | Best HPWL=431210.20 um | Accept Rate=59.3% | Improvements: 36/700 (5.1%) | Refine: 405094/460254 (88.0%) | Explore: 152284/197746 (77.0%)
T=0.00 | W=100.4um | Current HPWL=448799.16 um | Best HPWL=431210.20 um | Accept Rate=58.7% | Improvements: 38/700 (5.4%) | Refine: 405430/460739 (88.0%) | Explore: 152359/197961 (77.0%)
T=0.00 | W=100.4um | Current HPWL=447968.28 um | Best HPWL=431210.20 um | Accept Rate=60.7% | Improvements: 26/700 (3.7%) | Refine: 405798/461235 (88.0%) | Explore: 152416/198165 (76.9%)
T=0.00 | W=100.4um | Current HPWL=447097.74 um | Best HPWL=431210.20 um | Accept Rate=57.0% | Improvements: 31/700 (4.4%) | Refine: 406130/461714 (88.0%) | Explore: 152483/198386 (76.9%)
T=0.00 | W=100.4um | Current HPWL=446374.58 um | Best HPWL=431210.20 um | Accept Rate=58.0% | Improvements: 33/700 (4.7%) | Refine: 406475/462193 (87.9%) | Explore: 152544/198607 (76.8%)
T=0.00 | W=100.4um | Current HPWL=445574.90 um | Best HPWL=431210.20 um | Accept Rate=57.6% | Improvements: 30/700 (4.3%) | Refine: 406820/462680 (87.9%) | Explore: 152602/198820 (76.8%)
T=0.00 | W=100.4um | Current HPWL=444847.04 um | Best HPWL=431210.20 um | Accept Rate=57.4% | Improvements: 34/700 (4.9%) | Refine: 407167/463160 (87.9%) | Explore: 152657/199040 (76.7%)
T=0.00 | W=100.4um | Current HPWL=444026.34 um | Best HPWL=431210.20 um | Accept Rate=57.6% | Improvements: 32/700 (4.6%) | Refine: 407506/463648 (87.9%) | Explore: 152721/199252 (76.6%)
T=0.00 | W=100.4um | Current HPWL=443440.24 um | Best HPWL=431210.20 um | Accept Rate=57.4% | Improvements: 27/700 (3.9%) | Refine: 407849/464135 (87.9%) | Explore: 152780/199465 (76.6%)
T=0.00 | W=100.4um | Current HPWL=442701.58 um | Best HPWL=431210.20 um | Accept Rate=57.4% | Improvements: 33/700 (4.7%) | Refine: 408191/464617 (87.9%) | Explore: 152840/199683 (76.5%)
T=0.00 | W=100.4um | Current HPWL=442193.38 um | Best HPWL=431210.20 um | Accept Rate=57.6% | Improvements: 21/700 (3.0%) | Refine: 408552/465127 (87.8%) | Explore: 152882/199873 (76.5%)
T=0.00 | W=100.4um | Current HPWL=441740.84 um | Best HPWL=431210.20 um | Accept Rate=58.4% | Improvements: 19/700 (2.7%) | Refine: 408921/465639 (87.8%) | Explore: 152922/200061 (76.4%)
T=0.00 | W=100.4um | Current HPWL=440948.98 um | Best HPWL=431210.20 um | Accept Rate=58.4% | Improvements: 28/700 (4.0%) | Refine: 409272/466145 (87.8%) | Explore: 152980/200255 (76.4%)
T=0.00 | W=100.4um | Current HPWL=440270.24 um | Best HPWL=431210.20 um | Accept Rate=59.4% | Improvements: 35/700 (5.0%) | Refine: 409624/466628 (87.8%) | Explore: 153044/200472 (76.3%)
T=0.00 | W=100.4um | Current HPWL=439477.94 um | Best HPWL=431210.20 um | Accept Rate=58.3% | Improvements: 30/700 (4.3%) | Refine: 409979/467117 (87.8%) | Explore: 153097/200683 (76.3%)
T=0.00 | W=100.4um | Current HPWL=438803.74 um | Best HPWL=431210.20 um | Accept Rate=57.0% | Improvements: 32/700 (4.6%) | Refine: 410320/467611 (87.7%) | Explore: 153155/200889 (76.2%)
T=0.00 | W=100.4um | Current HPWL=438308.40 um | Best HPWL=431210.20 um | Accept Rate=57.6% | Improvements: 21/700 (3.0%) | Refine: 410670/468107 (87.7%) | Explore: 153208/201093 (76.2%)

============================================================
SA Optimization Complete
============================================================
Initial HPWL: 431210.20 um
Final Total HPWL: 431210.20 um
Improvement: 0.00 um (0.00%)
Total Iterations: 956
============================================================


Placement map written to: build/6502/sa_alpha0.97_moves700_Tfinal0.001/6502.map
Total instances: 2899

Placement saved to build/6502/sa_alpha0.97_moves700_Tfinal0.001/6502_placement.json

============================================================
Placement Summary
============================================================
Final Total HPWL: 431210.20 um
Total Instances: 2899
============================================================

Placement completed successfully!
