# Log file for: designs/6502_mapped.json
# Configuration: {'alpha': 0.99, 'moves': 500, 't_final': 0.01, '_use_greedy_placement': True, '_greedy_placement': 'build/6502/greedy/6502_placement.json'}
# Start time: 2025-11-23T09:43:13.703051
# Command: /home/mohab/Downloads/work/venv/bin/python placer.py --design designs/6502_mapped.json --fabric-cells fabric/fabric_cells.yaml --pins fabric/pins.yaml --output build/6502/sa_alpha0.99_moves500_Tfinal0.01 --sa-alpha 0.99 --sa-moves 500 --sa-T-final 0.01 --initial-placement build/6502/greedy/6502_placement.json --seed 1251352285
================================================================================

Random seed set to: 1251352285
Loading initial placement from: build/6502/greedy/6502_placement.json

============================================================
Simulated Annealing Optimization
============================================================
Initial HPWL: 431210.20 um
Initial Temperature: 4312102000.00
Cooling Rate (alpha): 0.99
Moves per Temperature: 500
Final Temperature: 0.01
Initial Window Size: 501.80 um
Window Cooling Rate (beta): 0.98
Move Probabilities: Refine=70.0%, Explore=30.0%
============================================================

T=4312102000.00 | W=501.8um | Current HPWL=547897.67 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 24/500 (4.8%) | Refine: 369/369 (100.0%) | Explore: 131/131 (100.0%)
T=3899787754.41 | W=410.0um | Current HPWL=1075030.41 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 92/500 (18.4%) | Refine: 3864/3864 (100.0%) | Explore: 1636/1636 (100.0%)
T=3526898141.43 | W=335.0um | Current HPWL=1244437.67 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 109/500 (21.8%) | Refine: 7350/7350 (100.0%) | Explore: 3150/3150 (100.0%)
T=3189663459.49 | W=273.7um | Current HPWL=1309642.99 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 109/500 (21.8%) | Refine: 10860/10860 (100.0%) | Explore: 4640/4640 (100.0%)
T=2884674458.07 | W=223.7um | Current HPWL=1356407.92 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 100/500 (20.0%) | Refine: 14346/14346 (100.0%) | Explore: 6154/6154 (100.0%)
T=2608847872.12 | W=182.7um | Current HPWL=1393960.13 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 105/500 (21.0%) | Refine: 17800/17800 (100.0%) | Explore: 7700/7700 (100.0%)
T=2359395251.97 | W=149.3um | Current HPWL=1409528.37 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 124/500 (24.8%) | Refine: 21270/21270 (100.0%) | Explore: 9230/9230 (100.0%)
T=2133794773.74 | W=122.0um | Current HPWL=1427040.79 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 108/500 (21.6%) | Refine: 24733/24733 (100.0%) | Explore: 10767/10767 (100.0%)
T=1929765745.12 | W=100.4um | Current HPWL=1422829.15 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 114/500 (22.8%) | Refine: 28267/28267 (100.0%) | Explore: 12233/12233 (100.0%)
T=1745245548.85 | W=100.4um | Current HPWL=1422665.92 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 97/500 (19.4%) | Refine: 31788/31788 (100.0%) | Explore: 13712/13712 (100.0%)
T=1578368790.87 | W=100.4um | Current HPWL=1427788.39 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 105/500 (21.0%) | Refine: 35293/35293 (100.0%) | Explore: 15207/15207 (100.0%)
T=1427448442.22 | W=100.4um | Current HPWL=1430364.04 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 106/500 (21.2%) | Refine: 38792/38792 (100.0%) | Explore: 16708/16708 (100.0%)
T=1290958784.14 | W=100.4um | Current HPWL=1426847.75 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 103/500 (20.6%) | Refine: 42264/42264 (100.0%) | Explore: 18236/18236 (100.0%)
T=1167519983.95 | W=100.4um | Current HPWL=1448704.91 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 106/500 (21.2%) | Refine: 45804/45804 (100.0%) | Explore: 19696/19696 (100.0%)
T=1055884145.70 | W=100.4um | Current HPWL=1435999.98 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 121/500 (24.2%) | Refine: 49313/49313 (100.0%) | Explore: 21187/21187 (100.0%)
T=954922694.66 | W=100.4um | Current HPWL=1451556.37 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 127/500 (25.4%) | Refine: 52818/52818 (100.0%) | Explore: 22682/22682 (100.0%)
T=863614968.07 | W=100.4um | Current HPWL=1461868.23 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 122/500 (24.4%) | Refine: 56356/56356 (100.0%) | Explore: 24144/24144 (100.0%)
T=781037896.83 | W=100.4um | Current HPWL=1455593.25 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 118/500 (23.6%) | Refine: 59881/59881 (100.0%) | Explore: 25619/25619 (100.0%)
T=706356673.79 | W=100.4um | Current HPWL=1461391.00 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 117/500 (23.4%) | Refine: 63388/63388 (100.0%) | Explore: 27112/27112 (100.0%)
T=638816314.34 | W=100.4um | Current HPWL=1471780.50 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 115/500 (23.0%) | Refine: 66924/66924 (100.0%) | Explore: 28576/28576 (100.0%)
T=577734023.91 | W=100.4um | Current HPWL=1464747.85 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 120/500 (24.0%) | Refine: 70434/70434 (100.0%) | Explore: 30066/30066 (100.0%)
T=522492295.35 | W=100.4um | Current HPWL=1482083.16 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 116/500 (23.2%) | Refine: 73920/73920 (100.0%) | Explore: 31580/31580 (100.0%)
T=472532666.25 | W=100.4um | Current HPWL=1461014.76 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/500 (26.6%) | Refine: 77480/77480 (100.0%) | Explore: 33020/33020 (100.0%)
T=427350073.21 | W=100.4um | Current HPWL=1479998.05 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 127/500 (25.4%) | Refine: 80987/80987 (100.0%) | Explore: 34513/34513 (100.0%)
T=386487745.96 | W=100.4um | Current HPWL=1476023.02 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 110/500 (22.0%) | Refine: 84495/84495 (100.0%) | Explore: 36005/36005 (100.0%)
T=349532589.66 | W=100.4um | Current HPWL=1484074.26 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 106/500 (21.2%) | Refine: 87982/87982 (100.0%) | Explore: 37518/37518 (100.0%)
T=316111008.72 | W=100.4um | Current HPWL=1489819.33 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 134/500 (26.8%) | Refine: 91427/91427 (100.0%) | Explore: 39073/39073 (100.0%)
T=285885130.00 | W=100.4um | Current HPWL=1507233.13 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 117/500 (23.4%) | Refine: 94879/94879 (100.0%) | Explore: 40621/40621 (100.0%)
T=258549387.08 | W=100.4um | Current HPWL=1501078.57 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 107/500 (21.4%) | Refine: 98368/98368 (100.0%) | Explore: 42132/42132 (100.0%)
T=233827431.18 | W=100.4um | Current HPWL=1491962.52 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 110/500 (22.0%) | Refine: 101851/101851 (100.0%) | Explore: 43649/43649 (100.0%)
T=211469337.41 | W=100.4um | Current HPWL=1507200.50 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 100/500 (20.0%) | Refine: 105359/105359 (100.0%) | Explore: 45141/45141 (100.0%)
T=191249078.16 | W=100.4um | Current HPWL=1483496.73 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 118/500 (23.6%) | Refine: 108897/108897 (100.0%) | Explore: 46603/46603 (100.0%)
T=172962238.15 | W=100.4um | Current HPWL=1494629.31 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 122/500 (24.4%) | Refine: 112346/112346 (100.0%) | Explore: 48154/48154 (100.0%)
T=156423947.84 | W=100.4um | Current HPWL=1502752.69 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 113/500 (22.6%) | Refine: 115934/115934 (100.0%) | Explore: 49566/49566 (100.0%)
T=141467014.53 | W=100.4um | Current HPWL=1507783.69 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 92/500 (18.4%) | Refine: 119466/119466 (100.0%) | Explore: 51034/51034 (100.0%)
T=127940232.14 | W=100.4um | Current HPWL=1519440.76 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 113/500 (22.6%) | Refine: 122935/122935 (100.0%) | Explore: 52565/52565 (100.0%)
T=115706852.62 | W=100.4um | Current HPWL=1515666.43 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 114/500 (22.8%) | Refine: 126444/126444 (100.0%) | Explore: 54056/54056 (100.0%)
T=104643203.47 | W=100.4um | Current HPWL=1522427.92 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 111/500 (22.2%) | Refine: 129948/129948 (100.0%) | Explore: 55552/55552 (100.0%)
T=94637437.49 | W=100.4um | Current HPWL=1533199.05 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 124/500 (24.8%) | Refine: 133442/133442 (100.0%) | Explore: 57058/57058 (100.0%)
T=85588402.09 | W=100.4um | Current HPWL=1518043.81 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 117/500 (23.4%) | Refine: 136964/136964 (100.0%) | Explore: 58536/58536 (100.0%)
T=77404616.68 | W=100.4um | Current HPWL=1526315.25 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/500 (26.6%) | Refine: 140449/140449 (100.0%) | Explore: 60051/60051 (100.0%)
T=70003347.85 | W=100.4um | Current HPWL=1541956.81 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 100/500 (20.0%) | Refine: 143932/143932 (100.0%) | Explore: 61568/61568 (100.0%)
T=63309772.98 | W=100.4um | Current HPWL=1518373.56 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 118/500 (23.6%) | Refine: 147456/147456 (100.0%) | Explore: 63044/63044 (100.0%)
T=57256223.86 | W=100.4um | Current HPWL=1527511.76 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 93/500 (18.6%) | Refine: 150972/150972 (100.0%) | Explore: 64528/64528 (100.0%)
T=51781502.54 | W=100.4um | Current HPWL=1541069.02 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 113/500 (22.6%) | Refine: 154483/154483 (100.0%) | Explore: 66017/66017 (100.0%)
T=46830262.71 | W=100.4um | Current HPWL=1538657.89 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 122/500 (24.4%) | Refine: 157970/157970 (100.0%) | Explore: 67530/67530 (100.0%)
T=42352450.17 | W=100.4um | Current HPWL=1537038.70 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 118/500 (23.6%) | Refine: 161438/161438 (100.0%) | Explore: 69062/69062 (100.0%)
T=38302796.76 | W=100.4um | Current HPWL=1567126.39 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 108/500 (21.6%) | Refine: 164952/164952 (100.0%) | Explore: 70548/70548 (100.0%)
T=34640362.82 | W=100.4um | Current HPWL=1555831.19 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 102/500 (20.4%) | Refine: 168460/168460 (100.0%) | Explore: 72040/72040 (100.0%)
T=31328123.20 | W=100.4um | Current HPWL=1558101.73 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 109/500 (21.8%) | Refine: 171990/171990 (100.0%) | Explore: 73510/73510 (100.0%)
T=28332593.07 | W=100.4um | Current HPWL=1540391.76 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 125/500 (25.0%) | Refine: 175472/175472 (100.0%) | Explore: 75028/75028 (100.0%)
T=25623489.31 | W=100.4um | Current HPWL=1543015.12 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 126/500 (25.2%) | Refine: 178915/178915 (100.0%) | Explore: 76585/76585 (100.0%)
