# Log file for: designs/6502_mapped.json
# Configuration: {'alpha': 0.98, 'moves': 600, 't_final': 0.001, '_use_greedy_placement': True, '_greedy_placement': 'build/6502/greedy/6502_placement.json'}
# Start time: 2025-11-23T09:17:24.395537
# Command: /home/mohab/Downloads/work/venv/bin/python placer.py --design designs/6502_mapped.json --fabric-cells fabric/fabric_cells.yaml --pins fabric/pins.yaml --output build/6502/sa_alpha0.98_moves600_Tfinal0.001 --sa-alpha 0.98 --sa-moves 600 --sa-T-final 0.001 --initial-placement build/6502/greedy/6502_placement.json --seed 1460620392
================================================================================

Random seed set to: 1460620392
Loading initial placement from: build/6502/greedy/6502_placement.json

============================================================
Simulated Annealing Optimization
============================================================
Initial HPWL: 431210.20 um
Initial Temperature: 4312102000.00
Cooling Rate (alpha): 0.98
Moves per Temperature: 600
Final Temperature: 0.001
Initial Window Size: 501.80 um
Window Cooling Rate (beta): 0.98
Move Probabilities: Refine=70.0%, Explore=30.0%
============================================================

T=4312102000.00 | W=501.8um | Current HPWL=601526.26 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 30/600 (5.0%) | Refine: 432/432 (100.0%) | Explore: 168/168 (100.0%)
T=15065731.36 | W=100.4um | Current HPWL=1565907.57 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 124/600 (20.7%) | Refine: 118157/118157 (100.0%) | Explore: 50443/50443 (100.0%)
T=12309799.41 | W=100.4um | Current HPWL=1579831.88 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 143/600 (23.8%) | Refine: 122327/122327 (100.0%) | Explore: 52273/52273 (100.0%)
T=10058002.36 | W=100.4um | Current HPWL=1555740.41 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 129/600 (21.5%) | Refine: 126616/126616 (100.0%) | Explore: 53984/53984 (100.0%)
T=8218120.22 | W=100.4um | Current HPWL=1574340.25 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 130872/130872 (100.0%) | Explore: 55728/55728 (100.0%)
T=6714802.55 | W=100.4um | Current HPWL=1569000.75 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 147/600 (24.5%) | Refine: 135058/135058 (100.0%) | Explore: 57541/57542 (100.0%)
T=5486482.57 | W=100.4um | Current HPWL=1592788.41 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 144/600 (24.0%) | Refine: 139259/139259 (100.0%) | Explore: 59340/59341 (100.0%)
T=4482855.71 | W=100.4um | Current HPWL=1610266.23 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 136/600 (22.7%) | Refine: 143482/143482 (100.0%) | Explore: 61117/61118 (100.0%)
T=3662819.50 | W=100.4um | Current HPWL=1632255.25 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 125/600 (20.8%) | Refine: 147723/147723 (100.0%) | Explore: 62876/62877 (100.0%)
T=2992790.21 | W=100.4um | Current HPWL=1620774.08 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 127/600 (21.2%) | Refine: 152017/152017 (100.0%) | Explore: 64582/64583 (100.0%)
T=2445327.50 | W=100.4um | Current HPWL=1611910.63 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 143/600 (23.8%) | Refine: 156174/156174 (100.0%) | Explore: 66425/66426 (100.0%)
T=1998010.60 | W=100.4um | Current HPWL=1613340.65 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 154/600 (25.7%) | Refine: 160385/160385 (100.0%) | Explore: 68214/68215 (100.0%)
T=1632520.13 | W=100.4um | Current HPWL=1593721.38 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 146/600 (24.3%) | Refine: 164528/164528 (100.0%) | Explore: 70071/70072 (100.0%)
T=1333887.81 | W=100.4um | Current HPWL=1611626.42 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 138/600 (23.0%) | Refine: 168728/168728 (100.0%) | Explore: 71870/71872 (100.0%)
T=1089883.45 | W=100.4um | Current HPWL=1638215.02 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 126/600 (21.0%) | Refine: 172936/172936 (100.0%) | Explore: 73662/73664 (100.0%)
T=890514.13 | W=100.4um | Current HPWL=1624411.66 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 147/600 (24.5%) | Refine: 177131/177131 (100.0%) | Explore: 75467/75469 (100.0%)
T=727614.88 | W=100.4um | Current HPWL=1636878.58 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 134/600 (22.3%) | Refine: 181336/181338 (100.0%) | Explore: 77260/77262 (100.0%)
T=594514.33 | W=100.4um | Current HPWL=1651270.04 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 142/600 (23.7%) | Refine: 185469/185471 (100.0%) | Explore: 79127/79129 (100.0%)
T=485761.50 | W=100.4um | Current HPWL=1661597.37 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 152/600 (25.3%) | Refine: 189655/189658 (100.0%) | Explore: 80940/80942 (100.0%)
T=396902.51 | W=100.4um | Current HPWL=1645756.00 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 147/600 (24.5%) | Refine: 193837/193841 (100.0%) | Explore: 82757/82759 (100.0%)
T=324298.25 | W=100.4um | Current HPWL=1658126.95 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 155/600 (25.8%) | Refine: 198025/198030 (100.0%) | Explore: 84568/84570 (100.0%)
T=264975.28 | W=100.4um | Current HPWL=1660484.18 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 153/600 (25.5%) | Refine: 202246/202255 (100.0%) | Explore: 86343/86345 (100.0%)
T=216504.09 | W=100.4um | Current HPWL=1654354.74 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 148/600 (24.7%) | Refine: 206414/206423 (100.0%) | Explore: 88175/88177 (100.0%)
T=176899.61 | W=100.4um | Current HPWL=1644941.34 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 157/600 (26.2%) | Refine: 210632/210641 (100.0%) | Explore: 89957/89959 (100.0%)
T=144539.86 | W=100.4um | Current HPWL=1671802.16 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 158/600 (26.3%) | Refine: 214828/214838 (100.0%) | Explore: 91760/91762 (100.0%)
T=118099.59 | W=100.4um | Current HPWL=1668230.17 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 148/600 (24.7%) | Refine: 219033/219044 (100.0%) | Explore: 93554/93556 (100.0%)
T=96495.96 | W=100.4um | Current HPWL=1657692.91 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 156/600 (26.0%) | Refine: 223218/223230 (100.0%) | Explore: 95366/95370 (100.0%)
T=78844.23 | W=100.4um | Current HPWL=1681842.91 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 135/600 (22.5%) | Refine: 227423/227437 (100.0%) | Explore: 97159/97163 (100.0%)
T=64421.47 | W=100.4um | Current HPWL=1666232.51 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 138/600 (23.0%) | Refine: 231621/231638 (100.0%) | Explore: 98958/98962 (100.0%)
T=52637.03 | W=100.4um | Current HPWL=1666132.56 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 148/600 (24.7%) | Refine: 235889/235913 (100.0%) | Explore: 100680/100687 (100.0%)
T=43008.29 | W=100.4um | Current HPWL=1662945.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 128/600 (21.3%) | Refine: 240039/240065 (100.0%) | Explore: 102528/102535 (100.0%)
T=35140.90 | W=100.4um | Current HPWL=1680898.49 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 141/600 (23.5%) | Refine: 244272/244306 (100.0%) | Explore: 104287/104294 (100.0%)
T=28712.68 | W=100.4um | Current HPWL=1680826.64 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 149/600 (24.8%) | Refine: 248466/248507 (100.0%) | Explore: 106083/106093 (100.0%)
T=23460.35 | W=100.4um | Current HPWL=1676770.24 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 157/600 (26.2%) | Refine: 252623/252673 (100.0%) | Explore: 107917/107927 (100.0%)
T=19168.81 | W=100.4um | Current HPWL=1685246.54 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 147/600 (24.5%) | Refine: 256829/256887 (100.0%) | Explore: 109702/109713 (100.0%)
T=15662.32 | W=100.4um | Current HPWL=1686823.63 um | Best HPWL=431210.20 um | Accept Rate=99.3% | Improvements: 147/600 (24.5%) | Refine: 261023/261095 (100.0%) | Explore: 111492/111505 (100.0%)
T=12797.25 | W=100.4um | Current HPWL=1690372.80 um | Best HPWL=431210.20 um | Accept Rate=99.5% | Improvements: 150/600 (25.0%) | Refine: 265232/265325 (100.0%) | Explore: 113259/113275 (100.0%)
T=10456.29 | W=100.4um | Current HPWL=1685431.74 um | Best HPWL=431210.20 um | Accept Rate=99.5% | Improvements: 135/600 (22.5%) | Refine: 269432/269548 (100.0%) | Explore: 115032/115052 (100.0%)
T=8543.55 | W=100.4um | Current HPWL=1678475.66 um | Best HPWL=431210.20 um | Accept Rate=99.3% | Improvements: 153/600 (25.5%) | Refine: 273604/273745 (99.9%) | Explore: 116830/116855 (100.0%)
T=6980.70 | W=100.4um | Current HPWL=1685723.38 um | Best HPWL=431210.20 um | Accept Rate=98.8% | Improvements: 123/600 (20.5%) | Refine: 277805/277982 (99.9%) | Explore: 118589/118618 (100.0%)
T=5703.74 | W=100.4um | Current HPWL=1696074.40 um | Best HPWL=431210.20 um | Accept Rate=99.3% | Improvements: 161/600 (26.8%) | Refine: 281973/282180 (99.9%) | Explore: 120388/120420 (100.0%)
T=4660.37 | W=100.4um | Current HPWL=1689046.32 um | Best HPWL=431210.20 um | Accept Rate=98.7% | Improvements: 117/600 (19.5%) | Refine: 286059/286319 (99.9%) | Explore: 122242/122281 (100.0%)
T=3807.86 | W=100.4um | Current HPWL=1678019.36 um | Best HPWL=431210.20 um | Accept Rate=98.8% | Improvements: 144/600 (24.0%) | Refine: 290197/290526 (99.9%) | Explore: 124026/124074 (100.0%)
T=3111.30 | W=100.4um | Current HPWL=1701532.57 um | Best HPWL=431210.20 um | Accept Rate=98.3% | Improvements: 125/600 (20.8%) | Refine: 294249/294670 (99.9%) | Explore: 125866/125930 (99.9%)
T=2542.16 | W=100.4um | Current HPWL=1665133.57 um | Best HPWL=431210.20 um | Accept Rate=97.2% | Improvements: 129/600 (21.5%) | Refine: 298358/298872 (99.8%) | Explore: 127648/127728 (99.9%)
T=2077.13 | W=100.4um | Current HPWL=1655624.08 um | Best HPWL=431210.20 um | Accept Rate=97.5% | Improvements: 136/600 (22.7%) | Refine: 302420/303041 (99.8%) | Explore: 129467/129559 (99.9%)
T=1697.17 | W=100.4um | Current HPWL=1626786.38 um | Best HPWL=431210.20 um | Accept Rate=96.8% | Improvements: 134/600 (22.3%) | Refine: 306495/307251 (99.8%) | Explore: 131234/131349 (99.9%)
T=1386.71 | W=100.4um | Current HPWL=1632958.29 um | Best HPWL=431210.20 um | Accept Rate=96.2% | Improvements: 115/600 (19.2%) | Refine: 310532/311467 (99.7%) | Explore: 132983/133133 (99.9%)
T=1133.04 | W=100.4um | Current HPWL=1610756.75 um | Best HPWL=431210.20 um | Accept Rate=96.2% | Improvements: 137/600 (22.8%) | Refine: 314489/315623 (99.6%) | Explore: 134789/134977 (99.9%)
T=925.78 | W=100.4um | Current HPWL=1586211.24 um | Best HPWL=431210.20 um | Accept Rate=93.5% | Improvements: 130/600 (21.7%) | Refine: 318458/319821 (99.6%) | Explore: 136543/136779 (99.8%)
T=756.43 | W=100.4um | Current HPWL=1573084.11 um | Best HPWL=431210.20 um | Accept Rate=91.7% | Improvements: 113/600 (18.8%) | Refine: 322332/323980 (99.5%) | Explore: 138326/138620 (99.8%)
T=618.06 | W=100.4um | Current HPWL=1513771.47 um | Best HPWL=431210.20 um | Accept Rate=92.7% | Improvements: 124/600 (20.7%) | Refine: 326227/328244 (99.4%) | Explore: 140005/140356 (99.7%)
T=505.00 | W=100.4um | Current HPWL=1480230.11 um | Best HPWL=431210.20 um | Accept Rate=92.7% | Improvements: 125/600 (20.8%) | Refine: 329892/332352 (99.3%) | Explore: 141809/142248 (99.7%)
T=412.62 | W=100.4um | Current HPWL=1446219.67 um | Best HPWL=431210.20 um | Accept Rate=88.0% | Improvements: 101/600 (16.8%) | Refine: 333628/336609 (99.1%) | Explore: 143460/143991 (99.6%)
T=337.14 | W=100.4um | Current HPWL=1396213.19 um | Best HPWL=431210.20 um | Accept Rate=87.5% | Improvements: 110/600 (18.3%) | Refine: 337174/340770 (98.9%) | Explore: 145175/145830 (99.6%)
T=275.47 | W=100.4um | Current HPWL=1371871.03 um | Best HPWL=431210.20 um | Accept Rate=85.7% | Improvements: 95/600 (15.8%) | Refine: 340720/345005 (98.8%) | Explore: 146806/147595 (99.5%)
T=225.08 | W=100.4um | Current HPWL=1339660.99 um | Best HPWL=431210.20 um | Accept Rate=82.3% | Improvements: 102/600 (17.0%) | Refine: 344208/349221 (98.6%) | Explore: 148428/149379 (99.4%)
T=183.90 | W=100.4um | Current HPWL=1301441.37 um | Best HPWL=431210.20 um | Accept Rate=81.8% | Improvements: 106/600 (17.7%) | Refine: 347664/353426 (98.4%) | Explore: 150061/151174 (99.3%)
T=150.26 | W=100.4um | Current HPWL=1261904.30 um | Best HPWL=431210.20 um | Accept Rate=81.8% | Improvements: 107/600 (17.8%) | Refine: 351086/357668 (98.2%) | Explore: 151599/152932 (99.1%)
T=122.78 | W=100.4um | Current HPWL=1225901.12 um | Best HPWL=431210.20 um | Accept Rate=80.7% | Improvements: 96/600 (16.0%) | Refine: 354445/361891 (97.9%) | Explore: 153128/154709 (99.0%)
T=100.32 | W=100.4um | Current HPWL=1187339.96 um | Best HPWL=431210.20 um | Accept Rate=78.5% | Improvements: 100/600 (16.7%) | Refine: 357708/366064 (97.7%) | Explore: 154645/156536 (98.8%)
T=81.97 | W=100.4um | Current HPWL=1150379.50 um | Best HPWL=431210.20 um | Accept Rate=79.7% | Improvements: 85/600 (14.2%) | Refine: 360940/370219 (97.5%) | Explore: 156131/158381 (98.6%)
T=66.97 | W=100.4um | Current HPWL=1117030.53 um | Best HPWL=431210.20 um | Accept Rate=77.8% | Improvements: 89/600 (14.8%) | Refine: 364107/374386 (97.3%) | Explore: 157589/160214 (98.4%)
T=54.72 | W=100.4um | Current HPWL=1076919.77 um | Best HPWL=431210.20 um | Accept Rate=75.2% | Improvements: 104/600 (17.3%) | Refine: 367336/378635 (97.0%) | Explore: 158919/161965 (98.1%)
T=44.71 | W=100.4um | Current HPWL=1047123.45 um | Best HPWL=431210.20 um | Accept Rate=70.2% | Improvements: 73/600 (12.2%) | Refine: 370476/382876 (96.8%) | Explore: 160209/163724 (97.9%)
T=36.53 | W=100.4um | Current HPWL=1012279.69 um | Best HPWL=431210.20 um | Accept Rate=73.3% | Improvements: 88/600 (14.7%) | Refine: 373585/387021 (96.5%) | Explore: 161492/165579 (97.5%)
T=29.85 | W=100.4um | Current HPWL=978268.93 um | Best HPWL=431210.20 um | Accept Rate=66.2% | Improvements: 63/600 (10.5%) | Refine: 376694/391220 (96.3%) | Explore: 162671/167380 (97.2%)
T=24.39 | W=100.4um | Current HPWL=949744.79 um | Best HPWL=431210.20 um | Accept Rate=69.8% | Improvements: 73/600 (12.2%) | Refine: 379786/395419 (96.0%) | Explore: 163791/169181 (96.8%)
T=19.93 | W=100.4um | Current HPWL=920583.93 um | Best HPWL=431210.20 um | Accept Rate=70.0% | Improvements: 55/600 (9.2%) | Refine: 382864/399607 (95.8%) | Explore: 164877/170993 (96.4%)
T=16.28 | W=100.4um | Current HPWL=893250.62 um | Best HPWL=431210.20 um | Accept Rate=65.3% | Improvements: 64/600 (10.7%) | Refine: 385919/403825 (95.6%) | Explore: 165911/172775 (96.0%)
T=13.30 | W=100.4um | Current HPWL=863317.10 um | Best HPWL=431210.20 um | Accept Rate=69.7% | Improvements: 70/600 (11.7%) | Refine: 389002/408045 (95.3%) | Explore: 166900/174555 (95.6%)
T=10.87 | W=100.4um | Current HPWL=837787.36 um | Best HPWL=431210.20 um | Accept Rate=64.7% | Improvements: 64/600 (10.7%) | Refine: 391958/412172 (95.1%) | Explore: 167901/176428 (95.2%)
T=8.88 | W=100.4um | Current HPWL=810566.64 um | Best HPWL=431210.20 um | Accept Rate=68.8% | Improvements: 74/600 (12.3%) | Refine: 394948/416347 (94.9%) | Explore: 168872/178253 (94.7%)
T=7.26 | W=100.4um | Current HPWL=787298.06 um | Best HPWL=431210.20 um | Accept Rate=63.3% | Improvements: 49/600 (8.2%) | Refine: 398050/420572 (94.6%) | Explore: 169754/180028 (94.3%)
T=5.93 | W=100.4um | Current HPWL=767771.04 um | Best HPWL=431210.20 um | Accept Rate=63.3% | Improvements: 46/600 (7.7%) | Refine: 401085/424813 (94.4%) | Explore: 170558/181787 (93.8%)
T=4.84 | W=100.4um | Current HPWL=746998.06 um | Best HPWL=431210.20 um | Accept Rate=63.2% | Improvements: 54/600 (9.0%) | Refine: 404090/428978 (94.2%) | Explore: 171432/183622 (93.4%)
T=3.96 | W=100.4um | Current HPWL=728403.72 um | Best HPWL=431210.20 um | Accept Rate=62.5% | Improvements: 51/600 (8.5%) | Refine: 407147/433153 (94.0%) | Explore: 172235/185447 (92.9%)
T=3.23 | W=100.4um | Current HPWL=708633.18 um | Best HPWL=431210.20 um | Accept Rate=60.7% | Improvements: 54/600 (9.0%) | Refine: 410111/437324 (93.8%) | Explore: 172983/187276 (92.4%)
T=2.64 | W=100.4um | Current HPWL=694177.98 um | Best HPWL=431210.20 um | Accept Rate=62.3% | Improvements: 38/600 (6.3%) | Refine: 413103/441517 (93.6%) | Explore: 173740/189083 (91.9%)
T=2.16 | W=100.4um | Current HPWL=678651.42 um | Best HPWL=431210.20 um | Accept Rate=61.2% | Improvements: 42/600 (7.0%) | Refine: 416161/445763 (93.4%) | Explore: 174446/190837 (91.4%)
T=1.76 | W=100.4um | Current HPWL=661726.66 um | Best HPWL=431210.20 um | Accept Rate=61.5% | Improvements: 52/600 (8.7%) | Refine: 419194/449947 (93.2%) | Explore: 175154/192653 (90.9%)
T=1.44 | W=100.4um | Current HPWL=645079.78 um | Best HPWL=431210.20 um | Accept Rate=64.3% | Improvements: 47/600 (7.8%) | Refine: 422216/454108 (93.0%) | Explore: 175899/194492 (90.4%)
T=1.18 | W=100.4um | Current HPWL=632301.46 um | Best HPWL=431210.20 um | Accept Rate=61.5% | Improvements: 45/600 (7.5%) | Refine: 425215/458273 (92.8%) | Explore: 176593/196327 (89.9%)
T=0.96 | W=100.4um | Current HPWL=619895.60 um | Best HPWL=431210.20 um | Accept Rate=60.8% | Improvements: 48/600 (8.0%) | Refine: 428229/462481 (92.6%) | Explore: 177263/198119 (89.5%)
T=0.79 | W=100.4um | Current HPWL=607444.36 um | Best HPWL=431210.20 um | Accept Rate=61.5% | Improvements: 48/600 (8.0%) | Refine: 431316/466706 (92.4%) | Explore: 177881/199894 (89.0%)
T=0.64 | W=100.4um | Current HPWL=595677.46 um | Best HPWL=431210.20 um | Accept Rate=58.0% | Improvements: 44/600 (7.3%) | Refine: 434237/470838 (92.2%) | Explore: 178525/201762 (88.5%)
T=0.52 | W=100.4um | Current HPWL=584309.13 um | Best HPWL=431210.20 um | Accept Rate=61.2% | Improvements: 41/600 (6.8%) | Refine: 437261/475037 (92.0%) | Explore: 179169/203563 (88.0%)
T=0.43 | W=100.4um | Current HPWL=574174.23 um | Best HPWL=431210.20 um | Accept Rate=60.3% | Improvements: 39/600 (6.5%) | Refine: 440284/479193 (91.9%) | Explore: 179770/205407 (87.5%)
T=0.35 | W=100.4um | Current HPWL=563634.65 um | Best HPWL=431210.20 um | Accept Rate=60.2% | Improvements: 36/600 (6.0%) | Refine: 443270/483326 (91.7%) | Explore: 180402/207274 (87.0%)
T=0.29 | W=100.4um | Current HPWL=553602.89 um | Best HPWL=431210.20 um | Accept Rate=60.2% | Improvements: 29/600 (4.8%) | Refine: 446331/487569 (91.5%) | Explore: 181000/209031 (86.6%)
T=0.23 | W=100.4um | Current HPWL=543886.17 um | Best HPWL=431210.20 um | Accept Rate=61.3% | Improvements: 36/600 (6.0%) | Refine: 449325/491748 (91.4%) | Explore: 181580/210852 (86.1%)
