# Log file for: designs/6502_mapped.json
# Configuration: {'alpha': 0.99, 'moves': 700, 't_final': 0.001, '_use_greedy_placement': True, '_greedy_placement': 'build/6502/greedy/6502_placement.json'}
# Start time: 2025-11-23T09:50:14.733132
# Command: /home/mohab/Downloads/work/venv/bin/python placer.py --design designs/6502_mapped.json --fabric-cells fabric/fabric_cells.yaml --pins fabric/pins.yaml --output build/6502/sa_alpha0.99_moves700_Tfinal0.001 --sa-alpha 0.99 --sa-moves 700 --sa-T-final 0.001 --initial-placement build/6502/greedy/6502_placement.json --seed 1537909405
================================================================================

Random seed set to: 1537909405
Loading initial placement from: build/6502/greedy/6502_placement.json

============================================================
Simulated Annealing Optimization
============================================================
Initial HPWL: 431210.20 um
Initial Temperature: 4312102000.00
Cooling Rate (alpha): 0.99
Moves per Temperature: 700
Final Temperature: 0.001
Initial Window Size: 501.80 um
Window Cooling Rate (beta): 0.98
Move Probabilities: Refine=70.0%, Explore=30.0%
============================================================

T=4312102000.00 | W=501.8um | Current HPWL=618176.65 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 30/700 (4.3%) | Refine: 494/494 (100.0%) | Explore: 206/206 (100.0%)
T=3899787754.41 | W=410.0um | Current HPWL=1202539.94 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 130/700 (18.6%) | Refine: 5397/5397 (100.0%) | Explore: 2303/2303 (100.0%)
T=3526898141.43 | W=335.0um | Current HPWL=1346038.07 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 135/700 (19.3%) | Refine: 10270/10270 (100.0%) | Explore: 4430/4430 (100.0%)
T=3189663459.49 | W=273.7um | Current HPWL=1407786.37 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 145/700 (20.7%) | Refine: 15166/15166 (100.0%) | Explore: 6534/6534 (100.0%)
T=2884674458.07 | W=223.7um | Current HPWL=1430227.42 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 158/700 (22.6%) | Refine: 20053/20053 (100.0%) | Explore: 8647/8647 (100.0%)
T=2608847872.12 | W=182.7um | Current HPWL=1454409.03 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 183/700 (26.1%) | Refine: 24974/24974 (100.0%) | Explore: 10726/10726 (100.0%)
T=2359395251.97 | W=149.3um | Current HPWL=1487762.46 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 175/700 (25.0%) | Refine: 29819/29819 (100.0%) | Explore: 12881/12881 (100.0%)
T=2133794773.74 | W=122.0um | Current HPWL=1497705.30 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 160/700 (22.9%) | Refine: 34734/34734 (100.0%) | Explore: 14966/14966 (100.0%)
T=1929765745.12 | W=100.4um | Current HPWL=1518113.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 169/700 (24.1%) | Refine: 39716/39716 (100.0%) | Explore: 16984/16984 (100.0%)
T=1745245548.85 | W=100.4um | Current HPWL=1526625.45 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 128/700 (18.3%) | Refine: 44641/44641 (100.0%) | Explore: 19059/19059 (100.0%)
T=1578368790.87 | W=100.4um | Current HPWL=1512535.54 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 167/700 (23.9%) | Refine: 49564/49564 (100.0%) | Explore: 21136/21136 (100.0%)
T=1427448442.22 | W=100.4um | Current HPWL=1527535.39 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 162/700 (23.1%) | Refine: 54422/54422 (100.0%) | Explore: 23278/23278 (100.0%)
T=1290958784.14 | W=100.4um | Current HPWL=1527143.15 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 172/700 (24.6%) | Refine: 59283/59283 (100.0%) | Explore: 25417/25417 (100.0%)
T=1167519983.95 | W=100.4um | Current HPWL=1556733.87 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 158/700 (22.6%) | Refine: 64177/64177 (100.0%) | Explore: 27523/27523 (100.0%)
T=1055884145.70 | W=100.4um | Current HPWL=1534335.92 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 157/700 (22.4%) | Refine: 69065/69065 (100.0%) | Explore: 29635/29635 (100.0%)
T=954922694.66 | W=100.4um | Current HPWL=1539153.30 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 158/700 (22.6%) | Refine: 74006/74006 (100.0%) | Explore: 31694/31694 (100.0%)
T=863614968.07 | W=100.4um | Current HPWL=1558730.64 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 168/700 (24.0%) | Refine: 78917/78917 (100.0%) | Explore: 33783/33783 (100.0%)
T=781037896.83 | W=100.4um | Current HPWL=1550121.27 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 159/700 (22.7%) | Refine: 83798/83798 (100.0%) | Explore: 35902/35902 (100.0%)
T=706356673.79 | W=100.4um | Current HPWL=1546452.98 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 168/700 (24.0%) | Refine: 88784/88784 (100.0%) | Explore: 37916/37916 (100.0%)
T=638816314.34 | W=100.4um | Current HPWL=1561257.47 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 149/700 (21.3%) | Refine: 93718/93718 (100.0%) | Explore: 39982/39982 (100.0%)
T=577734023.91 | W=100.4um | Current HPWL=1559654.53 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 165/700 (23.6%) | Refine: 98565/98565 (100.0%) | Explore: 42135/42135 (100.0%)
T=522492295.35 | W=100.4um | Current HPWL=1572746.11 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 151/700 (21.6%) | Refine: 103413/103413 (100.0%) | Explore: 44287/44287 (100.0%)
T=472532666.25 | W=100.4um | Current HPWL=1587777.72 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 160/700 (22.9%) | Refine: 108336/108336 (100.0%) | Explore: 46364/46364 (100.0%)
T=427350073.21 | W=100.4um | Current HPWL=1602990.41 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 140/700 (20.0%) | Refine: 113137/113137 (100.0%) | Explore: 48563/48563 (100.0%)
T=386487745.96 | W=100.4um | Current HPWL=1598439.38 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 155/700 (22.1%) | Refine: 118012/118012 (100.0%) | Explore: 50688/50688 (100.0%)
T=349532589.66 | W=100.4um | Current HPWL=1596659.62 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 159/700 (22.7%) | Refine: 122912/122912 (100.0%) | Explore: 52788/52788 (100.0%)
T=316111008.72 | W=100.4um | Current HPWL=1604947.99 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 171/700 (24.4%) | Refine: 127800/127800 (100.0%) | Explore: 54900/54900 (100.0%)
T=285885130.00 | W=100.4um | Current HPWL=1600425.62 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 149/700 (21.3%) | Refine: 132699/132699 (100.0%) | Explore: 57001/57001 (100.0%)
T=258549387.08 | W=100.4um | Current HPWL=1593406.26 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 158/700 (22.6%) | Refine: 137586/137586 (100.0%) | Explore: 59114/59114 (100.0%)
T=233827431.18 | W=100.4um | Current HPWL=1599641.82 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/700 (19.6%) | Refine: 142420/142420 (100.0%) | Explore: 61280/61280 (100.0%)
T=211469337.41 | W=100.4um | Current HPWL=1614288.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 163/700 (23.3%) | Refine: 147300/147300 (100.0%) | Explore: 63400/63400 (100.0%)
T=191249078.16 | W=100.4um | Current HPWL=1617566.10 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 181/700 (25.9%) | Refine: 152179/152179 (100.0%) | Explore: 65521/65521 (100.0%)
T=172962238.15 | W=100.4um | Current HPWL=1637767.27 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 160/700 (22.9%) | Refine: 157087/157087 (100.0%) | Explore: 67613/67613 (100.0%)
T=156423947.84 | W=100.4um | Current HPWL=1624769.28 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 165/700 (23.6%) | Refine: 161938/161938 (100.0%) | Explore: 69762/69762 (100.0%)
T=141467014.53 | W=100.4um | Current HPWL=1627701.87 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 185/700 (26.4%) | Refine: 166809/166809 (100.0%) | Explore: 71891/71891 (100.0%)
T=127940232.14 | W=100.4um | Current HPWL=1607550.09 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 162/700 (23.1%) | Refine: 171758/171758 (100.0%) | Explore: 73942/73942 (100.0%)
T=115706852.62 | W=100.4um | Current HPWL=1637636.28 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 144/700 (20.6%) | Refine: 176709/176709 (100.0%) | Explore: 75991/75991 (100.0%)
T=104643203.47 | W=100.4um | Current HPWL=1642659.86 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 149/700 (21.3%) | Refine: 181575/181575 (100.0%) | Explore: 78125/78125 (100.0%)
T=94637437.49 | W=100.4um | Current HPWL=1643688.10 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 160/700 (22.9%) | Refine: 186476/186476 (100.0%) | Explore: 80224/80224 (100.0%)
T=85588402.09 | W=100.4um | Current HPWL=1665233.45 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 157/700 (22.4%) | Refine: 191368/191368 (100.0%) | Explore: 82332/82332 (100.0%)
T=77404616.68 | W=100.4um | Current HPWL=1659250.12 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 159/700 (22.7%) | Refine: 196250/196250 (100.0%) | Explore: 84450/84450 (100.0%)
T=70003347.85 | W=100.4um | Current HPWL=1679626.32 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 167/700 (23.9%) | Refine: 201166/201166 (100.0%) | Explore: 86534/86534 (100.0%)
T=63309772.98 | W=100.4um | Current HPWL=1662602.57 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 163/700 (23.3%) | Refine: 206054/206054 (100.0%) | Explore: 88646/88646 (100.0%)
T=57256223.86 | W=100.4um | Current HPWL=1656583.80 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 183/700 (26.1%) | Refine: 210975/210975 (100.0%) | Explore: 90725/90725 (100.0%)
T=51781502.54 | W=100.4um | Current HPWL=1666684.39 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 174/700 (24.9%) | Refine: 215873/215873 (100.0%) | Explore: 92827/92827 (100.0%)
T=46830262.71 | W=100.4um | Current HPWL=1697367.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 152/700 (21.7%) | Refine: 220729/220729 (100.0%) | Explore: 94971/94971 (100.0%)
T=42352450.17 | W=100.4um | Current HPWL=1683342.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 161/700 (23.0%) | Refine: 225734/225734 (100.0%) | Explore: 96966/96966 (100.0%)
T=38302796.76 | W=100.4um | Current HPWL=1656860.56 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 162/700 (23.1%) | Refine: 230676/230676 (100.0%) | Explore: 99024/99024 (100.0%)
T=34640362.82 | W=100.4um | Current HPWL=1673958.37 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 154/700 (22.0%) | Refine: 235696/235696 (100.0%) | Explore: 101004/101004 (100.0%)
T=31328123.20 | W=100.4um | Current HPWL=1693635.70 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 147/700 (21.0%) | Refine: 240561/240561 (100.0%) | Explore: 103139/103139 (100.0%)
T=28332593.07 | W=100.4um | Current HPWL=1719552.14 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 171/700 (24.4%) | Refine: 245426/245426 (100.0%) | Explore: 105274/105274 (100.0%)
T=25623489.31 | W=100.4um | Current HPWL=1729855.98 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 182/700 (26.0%) | Refine: 250320/250320 (100.0%) | Explore: 107380/107380 (100.0%)
T=23173424.43 | W=100.4um | Current HPWL=1685230.22 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 169/700 (24.1%) | Refine: 255195/255195 (100.0%) | Explore: 109505/109505 (100.0%)
T=20957629.67 | W=100.4um | Current HPWL=1695818.63 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 156/700 (22.3%) | Refine: 260077/260077 (100.0%) | Explore: 111623/111623 (100.0%)
T=18953704.61 | W=100.4um | Current HPWL=1726895.20 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 156/700 (22.3%) | Refine: 265069/265069 (100.0%) | Explore: 113631/113631 (100.0%)
T=17141390.70 | W=100.4um | Current HPWL=1710298.92 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 160/700 (22.9%) | Refine: 269956/269956 (100.0%) | Explore: 115744/115744 (100.0%)
